Order_ID,Customer_Name,Industry,Product,City_Province,Order_Date,Shipping_Date,Units_Sold,Price_per_Unit,Status
ORD2023465,Bell,Construction,,"Calgary, Alberta",2023-07-27,01-Aug-2023,123,184.23,Processing
ORD2023466,Rogers,Hospitality,Acrylic Panel," Winnipeg, Manitoba ",2023-06-03,07-Jun-2023,96,88.02,Shipped
ORD2023467,Nike,Retail,Banner Print,"Brampton, Ontario",27/02/2023,28-Feb-2023,191,259.36,Shipped
ORD2023468,Rogers,Sports,Acrylic Panel,"Toronto, Ontario",30/09/2023,05-Oct-2023,153,$278.72,Shipped
ORD2023469,Rogers,Construction,LED Signage,"Halifax, Nova Scotia",14/01/2023,20-Jan-2023,49,$50.76,Shipped
ORD2023470,Adidas,Events,,"Quebec City, Quebec",2023-09-22,28-Sep-2023,131,$287.4,Processing
ORD2023471,FIFA,Sports,Banner Print,"Vancouver, British Columbia",2023-10-19,2023-10-20,88,379.28,Delivered
ORD2023472,FIFA,Events,LED signage,"Quebec City, Quebec",2023-04-27,2023-05-01,124,88.28,Shipped
ORD2023473,FIFA,Hospitality,Banner Print,"Vancouver, British Columbia",2023-06-14,2023-06-17,81,49.24,Processing
ORD2023474,Lululemon,Events,LED signage,"Quebec City, Quebec",17/11/2023,2023-11-22,158,$453.16,Processing
ORD2023475,Bell,Construction,Acrylic Panel," Winnipeg, Manitoba ",11/03/2023,16-Mar-2023,103,442.7,Shipped
ORD2023476,Rogers,Construction,Fabric Display,"Mississauga, Ontario",25/04/2023,01-May-2023,183,10.2,Shipped
ORD2023477,Bell,Construction,Acrylic Panel,"Mississauga, Ontario",2023-05-30,2023-06-02,58,$255.77,Processing
ORD2023478,Cineplex,Events,Fabric Display," Winnipeg, Manitoba ",21/06/2023,23-Jun-2023,165,$276.44,Shipped
ORD2023479,Nike,Construction,Fabric Display,"Montreal, Quebec",03/01/2023,05-Jan-2023,32,$456.7,Delivered
ORD2023480,Rogers,Sports,Lightbox Frame,"Quebec City, Quebec",2023-08-17,2023-08-18,183,354.99,Delivered
ORD2023481,Lululemon,Hospitality,LED signage,"Edmonton, Alberta",06/05/2023,2023-05-11,58,$62.02,Shipped
ORD2023482,Cineplex,Hospitality,Lightbox Frame,"Montreal, Quebec",12/06/2023,2023-06-15,12,170.31,Shipped
ORD2023483,Adidas,Construction,Lightbox Frame,"Halifax, Nova Scotia",2023-09-03,04-Sep-2023,34,103.45,Delivered
ORD2023484,Adidas,Hospitality,Acrylic Panel,"Halifax, Nova Scotia",2023-08-02,05-Aug-2023,165,$492.99,Shipped
ORD2023485,Nike,Events,,"Calgary, Alberta",26/04/2023,2023-05-01,42,177.6,Shipped
ORD2023486,Cineplex,Sports,Banner Print,"Surrey, British Columbia",28/07/2023,01-Aug-2023,63,489.02,Delivered
ORD2023487,Cineplex,Construction,Fabric Display,"Calgary, Alberta",2023-01-08,09-Jan-2023,20,307.19,Delivered
ORD2023488,Rogers,Sports,Acrylic Panel,"Surrey, British Columbia",30/05/2023,2023-05-31,178,442.13,Delivered
ORD2023489,FIFA,Retail,Banner Print,"Edmonton, Alberta",31/03/2023,06-Apr-2023,14,370.9,Shipped
ORD2023490,Bell,Sports,LED Signage,"Surrey, British Columbia",24/03/2023,25-Mar-2023,15,135.13,Delivered
ORD2023491,Adidas,Hospitality,Fabric Display," Winnipeg, Manitoba ",2023-09-06,2023-09-08,116,$469.86,Delivered
ORD2023492,Nike,Retail,LED signage,"Quebec City, Quebec",10/01/2023,2023-01-16,105,$431.15,Delivered
ORD2023493,Adidas,Sports,banner print," Winnipeg, Manitoba ",31/08/2023,03-Sep-2023,117,$351.63,Processing
ORD2023494,Nike,Sports,LED Signage,"Montreal, Quebec",2023-02-25,27-Feb-2023,59,$103.54,Delivered
ORD2023495,Walmart,Sports,LED signage,"Brampton, Ontario",2023-12-21,2023-12-22,193,401.47,Shipped
ORD2023496,Lululemon,Hospitality,Acrylic Panel," Winnipeg, Manitoba ",2023-10-13,16-Oct-2023,133,$372.28,Delivered
ORD2023497,Bell,Construction,Banner Print,"Brampton, Ontario",2023-01-28,2023-02-01,97,$489.54,Delivered
ORD2023498,Lululemon,Construction,Banner Print,"Halifax, Nova Scotia",14/12/2023,2023-12-16,97,116.24,Delivered
ORD2023499,Rogers,Hospitality,Lightbox Frame,"Edmonton, Alberta",2023-06-11,14-Jun-2023,70,27.44,Processing
ORD2023500,FIFA,Sports,Fabric Display,"Vancouver, British Columbia",2023-06-05,2023-06-08,91,$296.44,Processing
ORD2023501,Nike,Retail,LED signage,"Brampton, Ontario",11/12/2023,15-Dec-2023,93,$113.45,Delivered
ORD2023502,Lululemon,Retail,banner print,"Calgary, Alberta",15/02/2023,21-Feb-2023,76,165.57,Delivered
ORD2023503,FIFA,Events,Fabric Display,"Calgary, Alberta",14/08/2023,2023-08-16,137,$448.07,Shipped
ORD2023504,Bell,Hospitality,Fabric Display,"Quebec City, Quebec",13/08/2023,2023-08-15,152,$92.85,Shipped
ORD2023505,Adidas,Retail,banner print,"Quebec City, Quebec",2023-11-15,18-Nov-2023,102,$376.19,Delivered
ORD2023506,Walmart,Retail,,"Vancouver, British Columbia",2023-07-02,07-Jul-2023,132,144.46,Processing
ORD2023507,Walmart,Sports,LED Signage," Winnipeg, Manitoba ",2023-04-20,21-Apr-2023,169,$22.88,Shipped
ORD2023508,Cineplex,Hospitality,LED Signage,"Surrey, British Columbia",12/02/2023,2023-02-15,76,$318.35,Shipped
ORD2023509,Lululemon,Sports,LED Signage,"Brampton, Ontario",01/12/2023,02-Dec-2023,137,$394.56,Shipped
ORD2023510,Lululemon,Retail,LED signage,"Calgary, Alberta",2023-10-01,07-Oct-2023,168,343.12,Delivered
ORD2023511,Adidas,Retail,banner print,"Edmonton, Alberta",2023-08-13,2023-08-14,95,$364.47,Shipped
ORD2023512,Rogers,Construction,banner print,"Vancouver, British Columbia",03/07/2023,2023-07-04,106,305.76,Shipped
ORD2023513,Cineplex,Retail,banner print,"Montreal, Quebec",23/02/2023,27-Feb-2023,27,$398.77,Shipped
ORD2023514,Cineplex,Sports,Fabric Display,"Mississauga, Ontario",2023-03-05,2023-03-08,144,328.95,Processing
ORD2023515,Adidas,Retail,Acrylic Panel,"Calgary, Alberta",2023-07-21,24-Jul-2023,136,$375.66,Delivered
ORD2023516,Rogers,Retail,Lightbox Frame,"Halifax, Nova Scotia",02/02/2023,2023-02-07,97,$243.27,Shipped
ORD2023517,Rogers,Sports,,"Mississauga, Ontario",26/06/2023,30-Jun-2023,57,53.79,Delivered
ORD2023518,Nike,Hospitality,Lightbox Frame,"Edmonton, Alberta",29/03/2023,30-Mar-2023,67,130.99,Delivered
ORD2023519,Walmart,Retail,LED Signage,"Montreal, Quebec",2023-06-06,10-Jun-2023,1,204.56,Shipped
ORD2023520,FIFA,Events,Fabric Display,"Toronto, Ontario",2023-07-02,2023-07-08,113,126.63,Shipped
ORD2023521,Lululemon,Hospitality,Banner Print,"Toronto, Ontario",2023-09-26,02-Oct-2023,79,118.48,Processing
ORD2023522,Nike,Hospitality,Fabric Display,"Quebec City, Quebec",2023-04-25,2023-04-28,193,368.75,Delivered
ORD2023523,Adidas,Retail,Fabric Display,"Surrey, British Columbia",2023-02-22,25-Feb-2023,147,$193.08,Delivered
ORD2023524,FIFA,Retail,LED signage,"Edmonton, Alberta",2023-11-09,15-Nov-2023,173,$49.13,Shipped
ORD2023525,Rogers,Sports,Lightbox Frame,"Mississauga, Ontario",31/05/2023,2023-06-04,11,$270.83,Delivered
ORD2023526,Walmart,Construction,Fabric Display,"Montreal, Quebec",2023-08-12,2023-08-15,193,$458.72,Delivered
ORD2023527,Bell,Retail,banner print,"Calgary, Alberta",31/10/2023,03-Nov-2023,102,29.51,Delivered
ORD2023528,Rogers,Hospitality,Banner Print,"Halifax, Nova Scotia",2023-09-24,26-Sep-2023,86,$349.59,Shipped
ORD2023529,Bell,Events,Lightbox Frame,"Surrey, British Columbia",2023-09-06,2023-09-10,97,351.42,Delivered
ORD2023530,Nike,Events,Banner Print,"Surrey, British Columbia",24/10/2023,27-Oct-2023,44,$453.58,Processing
ORD2023531,FIFA,Hospitality,LED Signage,"Calgary, Alberta",2023-03-25,2023-03-30,194,23.7,Delivered
ORD2023532,Cineplex,Retail,LED signage,"Halifax, Nova Scotia",29/08/2023,2023-08-31,93,175.87,Delivered
ORD2023533,Walmart,Retail,,"Quebec City, Quebec",10/05/2023,2023-05-11,20,410.13,Delivered
ORD2023534,Walmart,Construction,LED Signage,"Toronto, Ontario",2023-08-15,2023-08-20,101,398.47,Shipped
ORD2023535,Rogers,Retail,Banner Print,"Vancouver, British Columbia",2023-11-28,2023-12-01,97,306.43,Processing
ORD2023536,Walmart,Construction,Banner Print,"Halifax, Nova Scotia",2023-10-08,2023-10-13,48,83.65,Shipped
ORD2023537,Walmart,Retail,Banner Print,"Quebec City, Quebec",2023-09-26,2023-10-02,130,$357.26,Delivered
ORD2023538,Lululemon,Sports,," Winnipeg, Manitoba ",2023-05-06,2023-05-10,112,$315.15,Shipped
ORD2023539,FIFA,Hospitality,banner print,"Edmonton, Alberta",2023-01-07,2023-01-11,148,$353.4,Processing
ORD2023540,Walmart,Hospitality,LED Signage," Winnipeg, Manitoba ",2023-01-07,2023-01-10,190,$25.32,Shipped
ORD2023541,Walmart,Hospitality,Banner Print,"Brampton, Ontario",06/12/2023,2023-12-09,87,443.3,Shipped
ORD2023542,FIFA,Construction,Fabric Display,"Brampton, Ontario",21/01/2023,2023-01-24,7,253.59,Shipped
ORD2023543,FIFA,Construction,banner print,"Edmonton, Alberta",2023-08-17,23-Aug-2023,105,$188.13,Processing
ORD2023544,Lululemon,Events,Fabric Display,"Vancouver, British Columbia",10/03/2023,14-Mar-2023,89,$43.85,Shipped
ORD2023545,Cineplex,Sports,LED signage," Winnipeg, Manitoba ",2023-09-01,04-Sep-2023,166,$203.48,Processing
ORD2023546,Walmart,Sports,Banner Print,"Montreal, Quebec",28/03/2023,02-Apr-2023,40,$300.93,Shipped
ORD2023547,FIFA,Events,LED signage,"Vancouver, British Columbia",2023-04-19,21-Apr-2023,101,$458.58,Shipped
ORD2023548,Adidas,Events,LED Signage,"Calgary, Alberta",2023-12-03,05-Dec-2023,14,$458.46,Delivered
ORD2023549,Lululemon,Sports,Acrylic Panel,"Mississauga, Ontario",09/07/2023,2023-07-15,170,$347.91,Delivered
ORD2023550,Rogers,Events,,"Vancouver, British Columbia",19/10/2023,22-Oct-2023,91,24.58,Delivered
ORD2023551,FIFA,Sports,banner print," Winnipeg, Manitoba ",19/12/2023,22-Dec-2023,97,466.58,Shipped
ORD2023552,Adidas,Events,LED signage,"Toronto, Ontario",2023-08-28,2023-08-31,102,$378.4,Delivered
ORD2023553,Bell,Hospitality,Acrylic Panel,"Edmonton, Alberta",07/03/2023,2023-03-12,121,$55.26,Processing
ORD2023554,Rogers,Sports,Fabric Display,"Vancouver, British Columbia",2023-06-01,2023-06-02,122,$218.74,Processing
ORD2023555,Cineplex,Hospitality,banner print,"Mississauga, Ontario",22/09/2023,24-Sep-2023,3,$101.96,Processing
ORD2023556,Rogers,Events,Lightbox Frame,"Calgary, Alberta",19/02/2023,23-Feb-2023,20,$358.32,Processing
ORD2023557,Walmart,Events,Banner Print,"Halifax, Nova Scotia",22/04/2023,2023-04-24,170,$231.15,Shipped
ORD2023558,Lululemon,Sports,banner print,"Calgary, Alberta",2023-06-17,2023-06-22,33,477.13,Delivered
ORD2023559,Lululemon,Retail,,"Mississauga, Ontario",2023-06-06,2023-06-11,53,497.88,Delivered
ORD2023560,FIFA,Retail,Banner Print,"Surrey, British Columbia",15/03/2023,2023-03-17,122,$96.71,Processing
ORD2023561,Nike,Construction,banner print,"Calgary, Alberta",02/12/2023,04-Dec-2023,131,308.91,Processing
ORD2023562,Lululemon,Sports,Lightbox Frame," Winnipeg, Manitoba ",14/08/2023,16-Aug-2023,11,$129.84,Shipped
ORD2023563,Nike,Events,LED Signage,"Halifax, Nova Scotia",2023-04-30,2023-05-04,1,$398.86,Shipped
ORD2023564,Cineplex,Sports,LED Signage,"Surrey, British Columbia",2023-11-18,2023-11-22,60,413.14,Processing
ORD2023565,Lululemon,Hospitality,LED Signage,"Calgary, Alberta",18/06/2023,22-Jun-2023,82,$427.58,Shipped
ORD2023566,Cineplex,Hospitality,Acrylic Panel," Winnipeg, Manitoba ",15/05/2023,17-May-2023,6,$191.19,Delivered
ORD2023567,Walmart,Events,banner print,"Montreal, Quebec",03/09/2023,06-Sep-2023,103,$46.83,Delivered
ORD2023568,Rogers,Retail,Lightbox Frame,"Vancouver, British Columbia",28/06/2023,04-Jul-2023,25,$412.29,Shipped
ORD2023569,FIFA,Construction,Fabric Display,"Halifax, Nova Scotia",2023-04-01,06-Apr-2023,55,$431.59,Processing
ORD2023570,Lululemon,Hospitality,banner print,"Surrey, British Columbia",04/08/2023,2023-08-05,144,78.79,Shipped
ORD2023571,Cineplex,Sports,banner print,"Brampton, Ontario",2023-12-16,21-Dec-2023,62,52.47,Processing
ORD2023572,Nike,Events,banner print,"Brampton, Ontario",2023-10-03,2023-10-04,4,102.06,Delivered
ORD2023573,Adidas,Events,banner print,"Surrey, British Columbia",19/02/2023,2023-02-24,87,117.1,Processing
ORD2023574,Rogers,Sports,Fabric Display,"Montreal, Quebec",25/05/2023,27-May-2023,9,$124.59,Processing
ORD2023575,Rogers,Hospitality,Fabric Display,"Brampton, Ontario",2023-09-20,2023-09-22,151,$201.21,Shipped
ORD2023576,Nike,Sports,Lightbox Frame,"Halifax, Nova Scotia",2023-04-16,2023-04-20,93,$108.94,Processing
ORD2023577,Adidas,Events,banner print,"Brampton, Ontario",25/01/2023,26-Jan-2023,157,378.86,Processing
ORD2023578,Nike,Sports,Acrylic Panel,"Edmonton, Alberta",15/06/2023,2023-06-16,113,282.57,Shipped
ORD2023579,Nike,Construction,LED signage,"Calgary, Alberta",2023-08-22,26-Aug-2023,53,$31.26,Processing
ORD2023580,Walmart,Hospitality,Fabric Display,"Mississauga, Ontario",2023-02-27,05-Mar-2023,180,$151.26,Shipped
ORD2023581,Nike,Retail,Fabric Display,"Halifax, Nova Scotia",13/04/2023,2023-04-15,57,$492.49,Delivered
ORD2023582,Walmart,Hospitality,Banner Print," Winnipeg, Manitoba ",2023-03-24,27-Mar-2023,179,119.79,Delivered
ORD2023583,Nike,Sports,Banner Print,"Halifax, Nova Scotia",2023-10-22,27-Oct-2023,98,376.74,Shipped
ORD2023584,Walmart,Construction,Fabric Display,"Edmonton, Alberta",25/06/2023,2023-06-26,139,$237.49,Processing
ORD2023585,Cineplex,Construction,LED Signage,"Surrey, British Columbia",20/04/2023,2023-04-25,126,$31.93,Shipped
ORD2023586,FIFA,Retail,banner print,"Quebec City, Quebec",2023-08-21,23-Aug-2023,11,$23.49,Processing
ORD2023587,FIFA,Sports,banner print,"Toronto, Ontario",21/10/2023,2023-10-23,3,54.09,Processing
ORD2023588,Bell,Retail,banner print,"Halifax, Nova Scotia",2023-10-31,2023-11-01,74,$437.98,Delivered
ORD2023589,Rogers,Sports,banner print,"Vancouver, British Columbia",2023-01-12,15-Jan-2023,150,102.62,Delivered
ORD2023590,Bell,Sports,,"Brampton, Ontario",2023-06-25,26-Jun-2023,73,378.52,Delivered
ORD2023591,Bell,Events,banner print,"Mississauga, Ontario",2023-08-08,13-Aug-2023,134,$287.4,Shipped
ORD2023592,Bell,Sports,Acrylic Panel,"Edmonton, Alberta",27/02/2023,01-Mar-2023,19,318.24,Delivered
ORD2023593,Walmart,Construction,LED signage," Winnipeg, Manitoba ",29/07/2023,03-Aug-2023,4,$353.23,Processing
ORD2023594,Adidas,Sports,Acrylic Panel,"Halifax, Nova Scotia",2023-10-04,2023-10-06,14,$109.27,Shipped
ORD2023595,Bell,Construction,LED signage,"Halifax, Nova Scotia",2023-12-02,2023-12-07,24,$478.04,Processing
ORD2023596,Walmart,Retail,Lightbox Frame,"Montreal, Quebec",08/03/2023,2023-03-11,192,$291.52,Shipped
ORD2023597,Walmart,Construction,Acrylic Panel,"Quebec City, Quebec",2023-03-06,2023-03-11,31,168.12,Delivered
ORD2023598,Adidas,Retail,Acrylic Panel,"Mississauga, Ontario",03/09/2023,09-Sep-2023,167,189.39,Delivered
ORD2023599,Cineplex,Retail,banner print,"Quebec City, Quebec",2023-06-29,2023-07-01,199,124.97,Shipped
ORD2023600,Bell,Hospitality,LED Signage,"Surrey, British Columbia",15/08/2023,21-Aug-2023,98,382.83,Delivered
ORD2023601,Bell,Retail,Banner Print,"Montreal, Quebec",2023-09-01,2023-09-02,174,245.06,Delivered
ORD2023602,Nike,Events,Lightbox Frame,"Toronto, Ontario",29/05/2023,2023-06-03,71,143.6,Delivered
ORD2023603,Nike,Construction,Fabric Display,"Quebec City, Quebec",2023-05-16,21-May-2023,185,482.26,Processing
ORD2023604,FIFA,Sports,LED signage,"Toronto, Ontario",2023-11-28,2023-11-29,126,$247.64,Shipped
ORD2023605,Rogers,Retail,Acrylic Panel,"Surrey, British Columbia",09/05/2023,2023-05-10,98,$49.14,Shipped
ORD2023606,Lululemon,Construction,Fabric Display,"Halifax, Nova Scotia",2023-09-11,13-Sep-2023,88,$422.51,Processing
ORD2023607,Rogers,Events,Lightbox Frame,"Toronto, Ontario",2023-02-19,2023-02-20,59,365.7,Delivered
ORD2023608,FIFA,Sports,Acrylic Panel,"Toronto, Ontario",24/02/2023,26-Feb-2023,8,425.07,Delivered
ORD2023609,Walmart,Construction,Acrylic Panel,"Vancouver, British Columbia",17/06/2023,20-Jun-2023,85,$346.96,Shipped
ORD2023610,Nike,Sports,Lightbox Frame,"Quebec City, Quebec",2023-09-27,30-Sep-2023,137,$26.89,Shipped
ORD2023611,Rogers,Events,LED Signage,"Edmonton, Alberta",10/02/2023,2023-02-14,2,$365.49,Processing
ORD2023612,Bell,Construction,,"Edmonton, Alberta",30/06/2023,05-Jul-2023,43,433.86,Processing
ORD2023613,Adidas,Construction,Fabric Display,"Halifax, Nova Scotia",2023-08-31,04-Sep-2023,190,371.67,Delivered
ORD2023614,Bell,Retail,,"Surrey, British Columbia",31/07/2023,2023-08-02,2,15.28,Shipped
ORD2023615,Rogers,Construction,LED signage,"Brampton, Ontario",08/08/2023,2023-08-09,40,208.68,Shipped
ORD2023616,Cineplex,Events,LED Signage,"Quebec City, Quebec",18/03/2023,2023-03-23,41,219.95,Delivered
ORD2023617,Bell,Sports,Banner Print,"Quebec City, Quebec",2023-04-20,24-Apr-2023,5,$247.35,Delivered
ORD2023618,Bell,Hospitality,LED Signage,"Surrey, British Columbia",08/05/2023,2023-05-11,120,270.92,Processing
ORD2023619,Rogers,Hospitality,banner print,"Surrey, British Columbia",2023-05-24,29-May-2023,189,249.32,Processing
ORD2023620,Bell,Retail,LED signage,"Edmonton, Alberta",2023-07-25,2023-07-27,65,429.44,Processing
ORD2023621,Rogers,Sports,Lightbox Frame,"Vancouver, British Columbia",07/10/2023,10-Oct-2023,179,165.15,Processing
ORD2023622,Lululemon,Retail,Banner Print,"Surrey, British Columbia",2023-10-24,27-Oct-2023,196,$167.71,Processing
ORD2023623,Rogers,Events,Fabric Display,"Halifax, Nova Scotia",16/04/2023,17-Apr-2023,109,$148.69,Delivered
ORD2023624,Cineplex,Retail,LED signage,"Mississauga, Ontario",2023-02-19,20-Feb-2023,134,338.06,Shipped
ORD2023625,Lululemon,Events,Banner Print,"Halifax, Nova Scotia",10/10/2023,2023-10-11,142,469.39,Delivered
ORD2023626,Nike,Retail,,"Quebec City, Quebec",2023-08-03,2023-08-09,71,75.59,Delivered
ORD2023627,Cineplex,Sports,LED Signage," Winnipeg, Manitoba ",07/06/2023,2023-06-10,60,$154.67,Shipped
ORD2023628,Walmart,Construction,Lightbox Frame,"Halifax, Nova Scotia",21/08/2023,2023-08-26,191,$354.91,Delivered
ORD2023629,Nike,Retail,banner print," Winnipeg, Manitoba ",16/07/2023,2023-07-22,196,$150.4,Delivered
ORD2023630,Lululemon,Events,Lightbox Frame,"Edmonton, Alberta",10/08/2023,2023-08-15,142,$420.28,Shipped
ORD2023631,Walmart,Retail,Acrylic Panel,"Brampton, Ontario",31/10/2023,02-Nov-2023,91,$252.68,Processing
ORD2023632,Adidas,Hospitality,,"Calgary, Alberta",04/07/2023,2023-07-06,61,$497.85,Processing
ORD2023633,Bell,Retail,LED Signage,"Surrey, British Columbia",2023-10-22,23-Oct-2023,193,$405.38,Shipped
ORD2023634,FIFA,Hospitality,LED Signage,"Brampton, Ontario",12/11/2023,2023-11-18,39,146.75,Delivered
ORD2023635,Lululemon,Events,,"Montreal, Quebec",2023-11-05,09-Nov-2023,38,$488.44,Delivered
ORD2023636,FIFA,Sports,Acrylic Panel,"Surrey, British Columbia",17/10/2023,2023-10-20,49,$54.22,Delivered
ORD2023637,FIFA,Sports,Acrylic Panel,"Brampton, Ontario",2023-05-16,2023-05-20,133,$73.0,Shipped
ORD2023638,Rogers,Construction,LED Signage,"Halifax, Nova Scotia",2023-12-11,2023-12-13,92,372.46,Delivered
ORD2023639,Cineplex,Hospitality,Banner Print,"Quebec City, Quebec",14/07/2023,2023-07-20,194,253.33,Delivered
ORD2023640,FIFA,Sports,Fabric Display,"Mississauga, Ontario",2023-02-04,07-Feb-2023,112,253.72,Shipped
ORD2023641,Rogers,Sports,banner print,"Brampton, Ontario",2023-03-12,2023-03-14,114,$378.03,Shipped
ORD2023642,Nike,Construction,,"Surrey, British Columbia",2023-03-09,15-Mar-2023,197,$452.74,Shipped
ORD2023643,Nike,Construction,LED Signage," Winnipeg, Manitoba ",2023-01-28,2023-02-01,193,341.37,Delivered
ORD2023644,Rogers,Sports,banner print,"Calgary, Alberta",2023-04-20,23-Apr-2023,194,259.61,Processing
ORD2023645,Walmart,Construction,Lightbox Frame,"Halifax, Nova Scotia",22/08/2023,2023-08-25,40,$34.88,Delivered
ORD2023646,Rogers,Hospitality,Lightbox Frame," Winnipeg, Manitoba ",25/03/2023,2023-03-30,22,$33.86,Delivered
ORD2023647,Cineplex,Retail,," Winnipeg, Manitoba ",05/09/2023,2023-09-07,196,$302.74,Delivered
ORD2023648,Cineplex,Hospitality,Banner Print,"Edmonton, Alberta",2023-03-02,2023-03-08,78,$288.34,Shipped
ORD2023649,Rogers,Hospitality,LED signage,"Quebec City, Quebec",17/12/2023,2023-12-19,192,$207.27,Delivered
ORD2023650,Cineplex,Hospitality,LED signage,"Vancouver, British Columbia",2023-12-31,2024-01-06,169,$156.13,Delivered
ORD2023651,Bell,Sports,Fabric Display,"Halifax, Nova Scotia",23/04/2023,28-Apr-2023,12,$386.13,Delivered
ORD2023652,Nike,Retail,LED Signage,"Halifax, Nova Scotia",2023-05-02,06-May-2023,47,392.16,Shipped
ORD2023653,FIFA,Events,LED signage,"Brampton, Ontario",2023-07-21,2023-07-24,128,354.04,Delivered
ORD2023654,Walmart,Hospitality,Acrylic Panel," Winnipeg, Manitoba ",2023-01-04,06-Jan-2023,8,321.66,Processing
ORD2023655,Adidas,Retail,LED signage,"Vancouver, British Columbia",2023-04-10,2023-04-14,180,303.67,Delivered
ORD2023656,Adidas,Sports,banner print,"Vancouver, British Columbia",2023-12-03,2023-12-06,112,$478.37,Delivered
ORD2023657,Cineplex,Hospitality,LED Signage,"Vancouver, British Columbia",2023-05-27,2023-05-31,67,$439.43,Shipped
ORD2023658,Cineplex,Hospitality,banner print,"Quebec City, Quebec",03/09/2023,2023-09-09,1,369.54,Shipped
ORD2023659,Lululemon,Retail,Banner Print," Winnipeg, Manitoba ",20/05/2023,2023-05-22,72,$396.26,Delivered
ORD2023660,Rogers,Events,banner print," Winnipeg, Manitoba ",2023-04-29,2023-05-02,28,442.03,Shipped
ORD2023661,Walmart,Hospitality,Acrylic Panel,"Montreal, Quebec",22/02/2023,2023-02-24,167,307.74,Shipped
ORD2023662,Bell,Construction,Acrylic Panel,"Vancouver, British Columbia",2023-11-03,2023-11-09,79,218.65,Processing
ORD2023663,Rogers,Construction,LED signage,"Calgary, Alberta",2023-08-09,2023-08-15,120,$74.2,Processing
ORD2023664,Adidas,Sports,LED Signage,"Quebec City, Quebec",05/11/2023,10-Nov-2023,145,197.14,Processing
ORD2023665,Adidas,Sports,Lightbox Frame,"Calgary, Alberta",21/12/2023,25-Dec-2023,185,$145.79,Processing
ORD2023666,Lululemon,Hospitality,LED signage,"Vancouver, British Columbia",04/03/2023,07-Mar-2023,15,$468.8,Shipped
ORD2023667,Bell,Sports,banner print,"Montreal, Quebec",2023-02-25,2023-03-01,156,45.5,Delivered
ORD2023668,Rogers,Sports,Lightbox Frame,"Brampton, Ontario",16/08/2023,2023-08-18,134,285.21,Delivered
ORD2023669,Bell,Retail,Lightbox Frame,"Edmonton, Alberta",21/05/2023,2023-05-22,79,$46.7,Processing
ORD2023670,FIFA,Events,,"Brampton, Ontario",24/07/2023,29-Jul-2023,163,91.85,Delivered
ORD2023671,Cineplex,Sports,banner print,"Edmonton, Alberta",14/08/2023,2023-08-15,105,$273.58,Processing
ORD2023672,Walmart,Sports,Acrylic Panel,"Halifax, Nova Scotia",2023-02-01,2023-02-04,16,232.81,Delivered
ORD2023673,Lululemon,Construction,LED Signage," Winnipeg, Manitoba ",2023-02-19,20-Feb-2023,21,$244.76,Shipped
ORD2023674,Lululemon,Construction,LED Signage,"Brampton, Ontario",2023-07-03,06-Jul-2023,176,213.23,Delivered
ORD2023675,Adidas,Events,LED signage,"Calgary, Alberta",13/10/2023,2023-10-15,97,357.01,Processing
ORD2023676,Adidas,Events,,"Vancouver, British Columbia",23/07/2023,28-Jul-2023,13,88.36,Shipped
ORD2023677,FIFA,Construction,banner print,"Brampton, Ontario",13/09/2023,16-Sep-2023,184,498.49,Processing
ORD2023678,Adidas,Events,,"Montreal, Quebec",2023-08-16,2023-08-20,115,403.84,Processing
ORD2023679,Nike,Construction,banner print,"Edmonton, Alberta",2023-01-24,2023-01-30,132,415.61,Processing
ORD2023680,Nike,Construction,Fabric Display,"Edmonton, Alberta",24/07/2023,26-Jul-2023,18,67.03,Delivered
ORD2023681,Adidas,Hospitality,LED signage,"Calgary, Alberta",2023-04-15,16-Apr-2023,168,273.03,Processing
ORD2023682,Nike,Sports,Lightbox Frame,"Calgary, Alberta",2023-07-12,2023-07-17,106,$406.29,Processing
ORD2023683,Lululemon,Events,," Winnipeg, Manitoba ",2023-08-14,19-Aug-2023,30,$33.31,Processing
ORD2023684,Rogers,Events,,"Toronto, Ontario",2023-11-10,2023-11-16,95,52.7,Delivered
ORD2023685,Nike,Construction,banner print,"Quebec City, Quebec",2023-06-10,12-Jun-2023,122,237.59,Shipped
ORD2023686,Bell,Retail,Fabric Display,"Montreal, Quebec",2023-02-04,2023-02-06,150,$300.43,Shipped
ORD2023687,Bell,Construction,Lightbox Frame,"Toronto, Ontario",18/12/2023,24-Dec-2023,128,118.08,Shipped
ORD2023688,Nike,Hospitality,,"Toronto, Ontario",2023-07-04,07-Jul-2023,24,95.98,Shipped
ORD2023689,Bell,Events,," Winnipeg, Manitoba ",2023-02-05,2023-02-11,45,$218.25,Processing
ORD2023690,Cineplex,Construction,Fabric Display,"Surrey, British Columbia",2023-11-18,2023-11-20,3,$54.2,Processing
ORD2023691,Cineplex,Retail,Lightbox Frame,"Mississauga, Ontario",19/10/2023,2023-10-23,101,$90.57,Processing
ORD2023692,FIFA,Construction,Acrylic Panel," Winnipeg, Manitoba ",26/04/2023,29-Apr-2023,192,407.7,Shipped
ORD2023693,Nike,Retail,LED signage,"Toronto, Ontario",01/11/2023,2023-11-05,121,466.03,Shipped
ORD2023694,FIFA,Construction,Fabric Display,"Mississauga, Ontario",2023-09-13,2023-09-14,98,483.53,Shipped
